timestep_sec,vehicle_id,vehicle_type,status,soc_percent,initial_soc_percent,soc_drop_percent,energy_consumed_Wh,lane,road_id,x_position,y_position,speed_ms,distance_m
249.0,easyBike_forward3.0,easyBike,charging,26.05,26.25,0.2,29.59,,E5,-316.09,-140.55,0.0,652.83
249.0,easyBike_forward3.1,easyBike,charging,26.05,26.25,0.2,30.15,,E5,-313.41,-143.5,0.0,656.81
249.0,easyBike_forward3.2,easyBike,charging,26.05,26.25,0.2,29.94,,E5,-310.73,-146.44,0.0,660.8
249.0,easyBike_forward3.3,easyBike,driving,26.16,26.25,0.09,12.12,E4_0,E4,-436.64,128.25,8.39,231.11
249.0,easyBike_forward4.0,easyBike,charging,26.05,26.25,0.2,28.67,,E0,-90.42,201.11,0.0,704.29
249.0,easyBike_forward4.1,easyBike,waiting,26.04,26.25,0.21,29.26,E0_0,E0,-99.54,199.82,0.0,693.59
249.0,easyBike_forward4.2,easyBike,driving,26.02,26.25,0.23,31.06,E0_1,E0,-98.09,196.65,8.38,698.14
249.0,easyBike_forward4.3,easyBike,driving,26.24,26.25,0.01,1.7,E0_1,E0,-404.53,262.89,4.77,15.62
249.0,easyBike_reverse1.0,easyBike,charging,25.66,26.25,0.59,82.18,-E1_0,-E1,150.9,177.83,8.39,1927.31
249.0,easyBike_reverse1.1,easyBike,driving,25.73,26.25,0.52,70.6,-E1_0,-E1,291.12,181.43,8.35,1680.97
249.0,easyBike_reverse1.2,easyBike,driving,25.84,26.25,0.41,56.15,-E2_1,-E2,551.22,228.01,7.34,1326.33
249.0,easyBike_reverse1.3,easyBike,driving,25.94,26.25,0.31,41.3,-E3_0,-E3,595.16,153.96,8.38,1031.95
249.0,easyBike_reverse1.4,easyBike,driving,26.02,26.25,0.23,29.83,-E3_0,-E3,603.63,48.88,8.34,697.02
249.0,easyBike_reverse1.5,easyBike,driving,26.12,26.25,0.13,16.94,-E3_0,-E3,612.07,-55.73,8.31,363.59
249.0,easyBike_reverse1.6,easyBike,driving,26.22,26.25,0.03,3.38,-E3_0,-E3,620.51,-160.36,6.45,30.1
249.0,easyBike_reverse2.0,easyBike,charging,25.78,26.25,0.47,65.95,,-E7,26.65,-246.49,0.0,1588.55
249.0,easyBike_reverse2.1,easyBike,charging,25.85,26.25,0.4,54.92,-E7_0,-E7,193.7,-234.63,8.38,1279.08
249.0,easyBike_reverse2.2,easyBike,driving,25.86,26.25,0.39,52.49,-E7_0,-E7,199.38,-233.76,8.31,1268.25
249.0,easyBike_reverse2.3,easyBike,waiting,26.03,26.25,0.22,31.31,-E8_1,-E8,484.19,-212.59,0.0,746.4
249.0,easyBike_reverse2.4,easyBike,driving,26.07,26.25,0.18,23.25,-E8_0,-E8,524.35,-205.94,8.35,531.79
249.0,easyBike_reverse2.5,easyBike,driving,26.17,26.25,0.08,9.73,-E8_0,-E8,593.69,-188.75,8.38,153.97
249.0,easyBike_reverse3.0,easyBike,charging,25.8,26.25,0.45,61.81,,-E7,30.87,-246.25,0.0,1584.32
249.0,easyBike_reverse3.1,easyBike,charging,25.85,26.25,0.4,54.47,-E7_1,-E7,195.47,-230.77,8.4,1275.35
249.0,easyBike_reverse3.2,easyBike,driving,25.89,26.25,0.36,47.22,-E7_0,-E7,249.26,-231.02,8.39,1173.69
249.0,easyBike_reverse3.3,easyBike,driving,26.02,26.25,0.23,31.57,-E8_0,-E8,485.41,-214.0,5.32,741.95
249.0,easyBike_reverse3.4,easyBike,driving,26.13,26.25,0.12,15.35,-E8_0,-E8,564.29,-196.04,8.34,314.18
249.0,easyBike_reverse4.0,easyBike,waiting,25.79,26.25,0.46,63.8,,-E7,22.43,-246.72,0.0,1592.78
249.0,easyBike_reverse4.1,easyBike,charging,25.85,26.25,0.4,55.11,-E7_1,-E7,193.4,-232.44,8.34,1279.44
249.0,easyBike_reverse4.2,easyBike,driving,25.93,26.25,0.32,42.87,-E7_0,-E7,324.57,-226.87,8.39,1030.89
249.0,easyBike_reverse4.3,easyBike,driving,26.08,26.25,0.17,22.75,-E8_0,-E8,528.72,-204.86,8.38,507.99
249.0,easyBike_reverse4.4,easyBike,driving,26.22,26.25,0.03,3.66,-E8_0,-E8,616.23,-183.15,6.77,31.18
250.0,eRickshaw_forward1.0,eRickshaw,driving,30.07,31.0,0.93,67.5,E3_0,E3,600.89,202.33,8.17,1913.45
250.0,eRickshaw_forward1.1,eRickshaw,driving,30.46,31.0,0.54,39.11,E1_0,E1,121.17,186.67,8.19,1101.11
250.0,eRickshaw_forward1.2,eRickshaw,driving,30.85,31.0,0.15,10.7,E0_0,E0,-287.03,240.6,8.18,276.08
250.0,eRickshaw_forward2.0,eRickshaw,driving,30.09,31.0,0.91,66.09,E9_0,E9,462.23,96.76,8.17,1903.85
250.0,eRickshaw_forward2.1,eRickshaw,driving,30.53,31.0,0.47,34.28,E1_0,E1,33.3,184.42,8.2,946.72
250.0,eRickshaw_forward2.2,eRickshaw,driving,31.0,31.0,0.0,0.2,E0_1,E0,-409.65,264.0,1.8,4.42
250.0,eRickshaw_forward3.0,eRickshaw,driving,30.09,31.0,0.91,67.13,E7_0,E7,338.27,-216.5,8.18,1898.95
250.0,eRickshaw_forward3.1,eRickshaw,driving,30.64,31.0,0.36,27.49,E6_0,E6,-269.88,-186.52,5.6,731.7
250.0,eRickshaw_forward4.0,eRickshaw,driving,30.11,31.0,0.89,65.51,E7_0,E7,38.54,-233.01,8.18,1823.87
250.0,eRickshaw_forward4.1,eRickshaw,driving,30.76,31.0,0.24,17.1,E0_0,E0,-202.5,222.21,8.19,464.42
250.0,eRickshaw_reverse1.0,eRickshaw,driving,30.09,31.0,0.91,66.22,-E1_0,-E1,163.68,178.16,8.16,1905.06
250.0,eRickshaw_reverse1.1,eRickshaw,driving,30.37,31.0,0.63,45.94,-E2_0,-E2,549.37,223.82,5.31,1328.84
250.0,eRickshaw_reverse1.2,eRickshaw,driving,30.62,31.0,0.38,27.6,-E3_0,-E3,601.44,76.09,8.19,783.96
250.0,eRickshaw_reverse1.3,eRickshaw,driving,30.89,31.0,0.11,8.1,-E3_0,-E3,616.42,-109.67,8.17,191.86
250.0,eRickshaw_reverse2.0,eRickshaw,driving,30.07,31.0,0.93,67.99,-E1_0,-E1,380.84,183.73,8.16,1886.5
250.0,eRickshaw_reverse2.1,eRickshaw,driving,30.41,31.0,0.59,42.95,-E9_0,-E9,459.22,-42.06,8.17,1187.81
250.0,eRickshaw_reverse2.2,eRickshaw,driving,30.77,31.0,0.23,16.61,-E8_0,-E8,539.5,-202.18,8.16,449.44
250.0,eRickshaw_reverse3.0,eRickshaw,driving,30.08,31.0,0.92,65.96,-E6_0,-E6,-156.44,-219.26,8.19,1938.38
250.0,eRickshaw_reverse3.1,eRickshaw,driving,30.46,31.0,0.54,38.76,-E7_0,-E7,278.1,-229.43,8.17,1119.19
250.0,eRickshaw_reverse3.2,eRickshaw,driving,30.85,31.0,0.15,10.67,-E8_0,-E8,571.32,-194.29,8.18,276.08
250.0,eRickshaw_reverse4.0,eRickshaw,driving,30.15,31.0,0.85,61.59,-E10_0,-E10,-28.22,-174.92,8.19,1807.47
250.0,eRickshaw_reverse4.1,eRickshaw,driving,30.65,31.0,0.35,26.12,-E8_0,-E8,484.97,-215.73,0.0,746.6
250.0,eRickshaw_reverse4.2,eRickshaw,driving,30.99,31.0,0.01,0.53,-E8_1,-E8,619.14,-179.13,3.01,11.31
250.0,eVan_forward1.0,eVan,driving,32.14,33.0,0.86,63.01,E1_0,E1,442.11,194.91,0.0,1664.85
250.0,eVan_forward1.1,eVan,driving,32.58,33.0,0.42,30.54,E0_0,E0,-69.68,192.95,7.77,760.39
250.0,eVan_forward2.0,eVan,driving,32.13,33.0,0.87,63.34,E1_1,E1,442.2,191.71,0.0,1664.85
250.0,eVan_forward2.1,eVan,driving,32.76,33.0,0.24,17.48,E0_0,E0,-219.09,225.82,7.76,427.33
250.0,eVan_forward3.0,eVan,driving,32.03,33.0,0.97,70.57,E7_0,E7,294.99,-218.88,7.77,1816.79
250.0,eVan_forward3.1,eVan,driving,32.98,33.0,0.02,1.61,E4_0,E4,-418.42,241.91,4.94,25.04
250.0,eVan_forward4.0,eVan,driving,32.06,33.0,0.94,68.55,E7_0,E7,-11.38,-235.76,6.05,1729.12
250.0,eVan_reverse1.0,eVan,driving,32.02,33.0,0.98,71.1,-E1_0,-E1,204.73,179.21,7.78,1832.84
250.0,eVan_reverse1.1,eVan,driving,32.42,33.0,0.58,41.53,-E3_0,-E3,593.86,170.07,7.78,1083.42
250.0,eVan_reverse1.2,eVan,driving,32.84,33.0,0.16,11.82,-E3_0,-E3,614.1,-80.99,7.76,283.2
250.0,eVan_reverse2.0,eVan,driving,32.04,33.0,0.96,69.37,:Node3_0_0,:Node3_0,444.87,185.09,5.59,1775.37
250.0,eVan_reverse2.1,eVan,driving,32.62,33.0,0.38,28.28,-E8_1,-E8,485.34,-212.13,1.04,740.04
250.0,eVan_reverse3.0,eVan,driving,32.03,33.0,0.96,69.5,-E6_0,-E6,-102.75,-230.12,7.77,1829.08
250.0,eVan_reverse3.1,eVan,driving,32.73,33.0,0.27,19.15,-E8_0,-E8,533.43,-203.69,7.77,482.44
250.0,eVan_reverse4.0,eVan,driving,32.06,33.0,0.94,67.92,-E10_1,-E10,-25.94,-207.82,7.79,1737.03
250.0,eVan_reverse4.1,eVan,driving,33.0,33.0,0.0,0.15,-E8_1,-E8,620.8,-178.72,1.45,2.19
250.0,easyBike_forward1.0,easyBike,charging,26.04,26.25,0.21,30.07,,E0,-92.66,201.6,0.0,701.99
250.0,easyBike_forward1.1,easyBike,charging,26.04,26.25,0.21,30.14,,E0,-88.17,200.62,0.0,706.59
250.0,easyBike_forward1.2,easyBike,waiting,26.04,26.25,0.21,29.31,E0_0,E0,-100.88,200.11,0.0,690.59
250.0,easyBike_forward1.3,easyBike,driving,26.0,26.25,0.25,33.25,E0_1,E0,-80.14,192.32,8.36,738.32
250.0,easyBike_forward1.4,easyBike,driving,26.13,26.25,0.12,15.92,E0_0,E0,-265.95,236.01,8.34,322.86
250.0,easyBike_forward2.0,easyBike,charging,26.04,26.25,0.21,29.91,,E0,-94.9,202.08,0.0,699.7
250.0,easyBike_forward2.1,easyBike,waiting,26.04,26.25,0.21,30.05,E0_0,E0,-98.19,199.52,0.0,696.59
250.0,easyBike_forward2.2,easyBike,driving,26.05,26.25,0.2,28.86,E0_0,E0,-102.23,200.4,0.0,687.59
250.0,easyBike_forward2.3,easyBike,driving,26.07,26.25,0.18,24.01,E0_0,E0,-167.99,214.71,8.32,541.09
250.0,easyBike_forward2.4,easyBike,driving,26.22,26.25,0.03,4.19,E0_0,E0,-394.18,263.91,7.13,37.17
250.0,easyBike_forward3.0,easyBike,charging,26.05,26.25,0.2,29.59,,E5,-316.09,-140.55,0.0,652.83
250.0,easyBike_forward3.1,easyBike,charging,26.05,26.25,0.2,30.15,,E5,-313.41,-143.5,0.0,656.81
250.0,easyBike_forward3.2,easyBike,charging,26.05,26.25,0.2,29.94,,E5,-310.73,-146.44,0.0,660.8
250.0,easyBike_forward3.3,easyBike,driving,26.15,26.25,0.1,12.44,E4_0,E4,-437.38,123.64,8.37,239.46
250.0,easyBike_forward4.0,easyBike,charging,26.05,26.25,0.2,28.67,,E0,-90.42,201.11,0.0,704.29
250.0,easyBike_forward4.1,easyBike,waiting,26.04,26.25,0.21,29.26,E0_0,E0,-99.54,199.82,0.0,693.59
250.0,easyBike_forward4.2,easyBike,driving,26.01,26.25,0.24,31.45,E0_1,E0,-94.42,195.43,8.4,706.5
250.0,easyBike_forward4.3,easyBike,driving,26.23,26.25,0.02,2.26,E0_1,E0,-402.11,262.93,5.38,20.74
250.0,easyBike_reverse1.0,easyBike,charging,25.65,26.25,0.6,82.44,-E1_0,-E1,146.14,177.71,8.38,1935.67
250.0,easyBike_reverse1.1,easyBike,driving,25.73,26.25,0.52,70.84,-E1_0,-E1,286.37,181.3,8.33,1689.33
250.0,easyBike_reverse1.2,easyBike,driving,25.83,26.25,0.42,56.97,-E2_1,-E2,541.11,223.96,8.0,1334.02
250.0,easyBike_reverse1.3,easyBike,driving,25.93,26.25,0.32,41.52,-E3_0,-E3,594.94,156.58,8.31,1040.3
250.0,easyBike_reverse1.4,easyBike,driving,26.02,26.25,0.23,30.1,-E3_0,-E3,603.42,51.5,8.33,705.36
250.0,easyBike_reverse1.5,easyBike,driving,26.12,26.25,0.13,17.22,-E3_0,-E3,611.85,-53.12,8.32,371.93
250.0,easyBike_reverse1.6,easyBike,driving,26.21,26.25,0.04,4.27,-E3_0,-E3,620.33,-158.21,7.23,36.96
250.0,easyBike_reverse2.0,easyBike,charging,25.78,26.25,0.47,65.95,,-E7,26.65,-246.49,0.0,1588.55
250.0,easyBike_reverse2.1,easyBike,charging,25.85,26.25,0.4,55.24,-E7_0,-E7,189.29,-234.87,8.37,1287.44
250.0,easyBike_reverse2.2,easyBike,driving,25.86,26.25,0.39,52.88,-E7_0,-E7,194.98,-234.01,8.38,1276.6
250.0,easyBike_reverse2.3,easyBike,waiting,26.03,26.25,0.22,31.32,-E8_1,-E8,484.19,-212.57,0.0,746.4
250.0,easyBike_reverse2.4,easyBike,driving,26.07,26.25,0.18,23.57,-E8_0,-E8,522.82,-206.32,8.38,540.15
250.0,easyBike_reverse2.5,easyBike,driving,26.17,26.25,0.08,10.08,-E8_0,-E8,592.16,-189.13,8.36,162.33
250.0,easyBike_reverse3.0,easyBike,charging,25.8,26.25,0.45,61.81,,-E7,30.87,-246.25,0.0,1584.32
250.0,easyBike_reverse3.1,easyBike,charging,25.85,26.25,0.4,54.74,-E7_1,-E7,191.06,-231.02,8.38,1283.7
250.0,easyBike_reverse3.2,easyBike,driving,25.89,26.25,0.36,47.45,-E7_0,-E7,244.85,-231.26,8.32,1182.05
250.0,easyBike_reverse3.3,easyBike,driving,26.03,26.25,0.22,31.57,-E8_0,-E8,484.72,-214.12,2.32,745.62
250.0,easyBike_reverse3.4,easyBike,driving,26.13,26.25,0.12,15.71,-E8_0,-E8,562.76,-196.42,8.37,322.53
250.0,easyBike_reverse4.0,easyBike,waiting,25.79,26.25,0.46,63.8,,-E7,22.43,-246.72,0.0,1592.78
250.0,easyBike_reverse4.1,easyBike,charging,25.85,26.25,0.4,55.39,-E7_1,-E7,188.99,-232.68,8.32,1287.8
250.0,easyBike_reverse4.2,easyBike,driving,25.93,26.25,0.32,43.2,-E7_0,-E7,320.17,-227.11,8.39,1039.24
250.0,easyBike_reverse4.3,easyBike,driving,26.07,26.25,0.18,23.04,-E8_0,-E8,527.19,-205.23,8.39,516.33
250.0,easyBike_reverse4.4,easyBike,driving,26.21,26.25,0.04,4.56,-E8_0,-E8,614.91,-183.48,7.52,38.35
251.0,eRickshaw_forward1.0,eRickshaw,driving,30.07,31.0,0.93,67.78,E3_0,E3,601.09,199.76,8.2,1921.63
251.0,eRickshaw_forward1.1,eRickshaw,driving,30.46,31.0,0.54,39.36,E1_0,E1,125.83,186.79,8.16,1109.29
251.0,eRickshaw_forward1.2,eRickshaw,driving,30.85,31.0,0.15,10.97,E0_0,E0,-283.36,239.8,8.18,284.26
251.0,eRickshaw_forward2.0,eRickshaw,driving,30.08,31.0,0.92,66.38,E9_0,E9,462.38,93.63,8.2,1912.03
251.0,eRickshaw_forward2.1,eRickshaw,driving,30.52,31.0,0.48,34.53,E1_0,E1,37.95,184.54,8.16,954.9
251.0,eRickshaw_forward2.2,eRickshaw,driving,31.0,31.0,0.0,0.28,E0_1,E0,-408.76,263.81,2.1,6.4
251.0,eRickshaw_forward3.0,eRickshaw,driving,30.08,31.0,0.92,67.4,E7_0,E7,342.58,-216.26,8.19,1907.13
251.0,eRickshaw_forward3.1,eRickshaw,driving,30.63,31.0,0.37,27.77,E6_0,E6,-267.04,-187.09,5.93,737.47
251.0,eRickshaw_forward4.0,eRickshaw,driving,30.1,31.0,0.9,65.76,E7_0,E7,42.85,-232.77,8.16,1832.05
251.0,eRickshaw_forward4.1,eRickshaw,driving,30.76,31.0,0.24,17.37,E0_0,E0,-198.83,221.41,8.2,472.59
251.0,eRickshaw_reverse1.0,eRickshaw,driving,30.09,31.0,0.91,66.49,-E1_0,-E1,159.03,178.04,8.18,1913.23
251.0,eRickshaw_reverse1.1,eRickshaw,driving,30.37,31.0,0.63,46.22,-E2_0,-E2,542.08,220.9,5.72,1334.39
251.0,eRickshaw_reverse1.2,eRickshaw,driving,30.61,31.0,0.39,27.86,-E3_0,-E3,601.23,78.65,8.17,792.13
251.0,eRickshaw_reverse1.3,eRickshaw,driving,30.88,31.0,0.12,8.38,-E3_0,-E3,616.21,-107.11,8.19,200.04
251.0,eRickshaw_reverse2.0,eRickshaw,driving,30.06,31.0,0.94,68.26,-E1_0,-E1,376.18,183.61,8.16,1894.68
251.0,eRickshaw_reverse2.1,eRickshaw,driving,30.41,31.0,0.59,43.22,-E9_0,-E9,459.07,-38.93,8.18,1195.99
251.0,eRickshaw_reverse2.2,eRickshaw,driving,30.77,31.0,0.23,16.88,-E8_0,-E8,538.0,-202.55,8.17,457.62
251.0,eRickshaw_reverse3.0,eRickshaw,driving,30.08,31.0,0.92,66.23,-E6_0,-E6,-160.46,-218.45,8.19,1946.55
251.0,eRickshaw_reverse3.1,eRickshaw,driving,30.46,31.0,0.54,39.04,-E7_0,-E7,273.79,-229.67,8.19,1127.38
251.0,eRickshaw_reverse3.2,eRickshaw,driving,30.85,31.0,0.15,10.94,-E8_0,-E8,569.82,-194.66,8.18,284.25
251.0,eRickshaw_reverse4.0,eRickshaw,driving,30.15,31.0,0.85,61.86,-E10_0,-E10,-28.22,-171.09,8.19,1815.65
251.0,eRickshaw_reverse4.1,eRickshaw,driving,30.65,31.0,0.35,26.12,-E8_0,-E8,485.04,-216.0,0.0,746.6
251.0,eRickshaw_reverse4.2,eRickshaw,driving,30.99,31.0,0.01,0.71,-E8_1,-E8,618.64,-179.63,3.39,14.53
251.0,eVan_forward1.0,eVan,driving,32.14,33.0,0.86,63.03,E1_0,E1,442.11,194.91,0.0,1664.85
251.0,eVan_forward1.1,eVan,driving,32.57,33.0,0.43,30.92,E0_0,E0,-66.11,192.55,7.78,768.16
251.0,eVan_forward2.0,eVan,driving,32.13,33.0,0.87,63.36,E1_1,E1,442.2,191.71,0.0,1664.85
251.0,eVan_forward2.1,eVan,driving,32.75,33.0,0.25,17.78,E0_0,E0,-215.6,225.06,7.8,435.11
251.0,eVan_forward3.0,eVan,driving,32.03,33.0,0.97,70.87,E7_0,E7,299.09,-218.66,7.79,1824.57
251.0,eVan_forward3.1,eVan,driving,32.97,33.0,0.03,1.91,E4_0,E4,-418.88,239.05,5.42,30.25
251.0,eVan_forward4.0,eVan,driving,32.06,33.0,0.94,68.92,E7_0,E7,-8.06,-235.57,6.5,1735.4
251.0,eVan_reverse1.0,eVan,driving,32.02,33.0,0.98,71.4,-E1_0,-E1,200.3,179.1,7.8,1840.62
251.0,eVan_reverse1.1,eVan,driving,32.42,33.0,0.58,41.81,-E3_0,-E3,593.66,172.52,7.77,1091.2
251.0,eVan_reverse1.2,eVan,driving,32.83,33.0,0.17,12.12,-E3_0,-E3,613.9,-78.54,7.79,290.98
251.0,eVan_reverse2.0,eVan,driving,32.03,33.0,0.97,70.04,-E1_0,-E1,440.81,185.27,5.86,1781.04
251.0,eVan_reverse2.1,eVan,driving,32.62,33.0,0.38,28.3,-E8_1,-E8,485.23,-212.34,0.62,740.83
251.0,eVan_reverse3.0,eVan,driving,32.03,33.0,0.97,69.78,-E6_0,-E6,-106.57,-229.34,7.76,1836.86
251.0,eVan_reverse3.1,eVan,driving,32.73,33.0,0.27,19.44,-E8_0,-E8,532.0,-204.04,7.79,490.22
251.0,eVan_reverse4.0,eVan,driving,32.06,33.0,0.94,68.21,-E10_0,-E10,-26.94,-204.17,7.77,1744.81
251.0,eVan_reverse4.1,eVan,driving,33.0,33.0,0.0,0.25,-E8_1,-E8,620.48,-178.8,1.94,3.92
251.0,easyBike_forward1.0,easyBike,charging,26.04,26.25,0.21,30.07,,E0,-92.66,201.6,0.0,701.99
251.0,easyBike_forward1.1,easyBike,charging,26.04,26.25,0.21,30.14,,E0,-88.17,200.62,0.0,706.59
251.0,easyBike_forward1.2,easyBike,waiting,26.04,26.25,0.21,29.32,E0_0,E0,-100.88,200.11,0.0,690.59
251.0,easyBike_forward1.3,easyBike,driving,26.0,26.25,0.25,33.53,E0_1,E0,-76.4,191.51,8.33,746.66
251.0,easyBike_forward1.4,easyBike,driving,26.12,26.25,0.13,16.27,E0_0,E0,-262.2,235.2,8.38,331.21
251.0,easyBike_forward2.0,easyBike,charging,26.04,26.25,0.21,29.91,,E0,-94.9,202.08,0.0,699.7
251.0,easyBike_forward2.1,easyBike,waiting,26.04,26.25,0.21,30.06,E0_0,E0,-98.19,199.52,0.0,696.59
251.0,easyBike_forward2.2,easyBike,driving,26.05,26.25,0.2,28.87,E0_0,E0,-102.23,200.4,0.0,687.59
251.0,easyBike_forward2.3,easyBike,driving,26.06,26.25,0.18,24.31,E0_0,E0,-164.24,213.89,8.31,549.44
251.0,easyBike_forward2.4,easyBike,driving,26.21,26.25,0.04,5.08,E0_0,E0,-390.79,263.17,7.9,44.71
251.0,easyBike_forward3.0,easyBike,charging,26.05,26.25,0.2,29.59,,E5,-316.09,-140.55,0.0,652.83
251.0,easyBike_forward3.1,easyBike,charging,26.05,26.25,0.2,30.15,,E5,-313.41,-143.5,0.0,656.81
251.0,easyBike_forward3.2,easyBike,charging,26.05,26.25,0.2,29.94,,E5,-310.73,-146.44,0.0,660.8
251.0,easyBike_forward3.3,easyBike,driving,26.15,26.25,0.1,12.75,E4_0,E4,-438.12,119.03,8.39,247.83
251.0,easyBike_forward4.0,easyBike,charging,26.05,26.25,0.2,28.67,,E0,-90.42,201.11,0.0,704.29
251.0,easyBike_forward4.1,easyBike,waiting,26.04,26.25,0.21,29.27,E0_0,E0,-99.54,199.82,0.0,693.59
251.0,easyBike_forward4.2,easyBike,driving,26.01,26.25,0.24,31.76,E0_1,E0,-90.67,194.61,8.37,714.87
251.0,easyBike_forward4.3,easyBike,driving,26.23,26.25,0.02,2.89,E0_1,E0,-399.32,263.34,6.02,26.5
251.0,easyBike_reverse1.0,easyBike,charging,25.65,26.25,0.6,82.7,-E1_0,-E1,141.39,177.59,8.34,1944.02
251.0,easyBike_reverse1.1,easyBike,driving,25.73,26.25,0.52,71.11,-E1_0,-E1,281.62,181.18,8.31,1697.66
251.0,easyBike_reverse1.2,easyBike,driving,25.83,26.25,0.42,57.57,-E2_1,-E2,530.2,219.59,8.35,1342.31
251.0,easyBike_reverse1.3,easyBike,driving,25.93,26.25,0.32,41.87,-E3_0,-E3,594.73,159.19,8.34,1048.64
251.0,easyBike_reverse1.4,easyBike,driving,26.02,26.25,0.23,30.47,-E3_0,-E3,603.21,54.12,8.4,713.74
251.0,easyBike_reverse1.5,easyBike,driving,26.11,26.25,0.14,17.54,-E3_0,-E3,611.64,-50.5,8.38,380.28
251.0,easyBike_reverse1.6,easyBike,driving,26.21,26.25,0.04,5.2,-E3_0,-E3,620.14,-155.81,8.02,44.6
251.0,easyBike_reverse2.0,easyBike,charging,25.78,26.25,0.47,65.95,,-E7,26.65,-246.49,0.0,1588.55
251.0,easyBike_reverse2.1,easyBike,charging,25.84,26.25,0.4,55.52,-E7_0,-E7,184.89,-235.12,8.32,1295.8
251.0,easyBike_reverse2.2,easyBike,driving,25.86,26.25,0.39,53.13,-E7_0,-E7,190.59,-234.25,8.35,1284.93
251.0,easyBike_reverse2.3,easyBike,waiting,26.03,26.25,0.22,31.33,-E8_1,-E8,484.07,-212.09,0.0,746.4
251.0,easyBike_reverse2.4,easyBike,driving,26.07,26.25,0.18,23.92,-E8_0,-E8,521.29,-206.7,8.36,548.5
251.0,easyBike_reverse2.5,easyBike,driving,26.17,26.25,0.08,10.39,-E8_0,-E8,590.62,-189.51,8.36,170.7
251.0,easyBike_reverse3.0,easyBike,charging,25.8,26.25,0.45,61.81,,-E7,30.87,-246.25,0.0,1584.32
251.0,easyBike_reverse3.1,easyBike,charging,25.85,26.25,0.4,55.05,-E7_1,-E7,186.66,-231.26,8.35,1292.05
251.0,easyBike_reverse3.2,easyBike,driving,25.89,26.25,0.36,47.83,-E7_0,-E7,240.44,-231.5,8.35,1190.41
251.0,easyBike_reverse3.3,easyBike,waiting,26.03,26.25,0.22,31.57,-E8_0,-E8,484.58,-214.15,0.0,746.4
251.0,easyBike_reverse3.4,easyBike,driving,26.13,26.25,0.12,16.01,-E8_0,-E8,561.23,-196.8,8.34,330.88
251.0,easyBike_reverse4.0,easyBike,waiting,25.79,26.25,0.46,63.8,,-E7,22.43,-246.72,0.0,1592.78
251.0,easyBike_reverse4.1,easyBike,charging,25.84,26.25,0.41,55.74,-E7_1,-E7,184.58,-232.93,8.35,1296.15
251.0,easyBike_reverse4.2,easyBike,driving,25.92,26.25,0.33,43.49,-E7_0,-E7,315.77,-227.35,8.34,1047.57
251.0,easyBike_reverse4.3,easyBike,driving,26.07,26.25,0.18,23.31,-E8_0,-E8,525.66,-205.62,8.34,524.69
251.0,easyBike_reverse4.4,easyBike,driving,26.2,26.25,0.05,5.54,-E8_0,-E8,613.46,-183.84,8.31,46.29
252.0,eRickshaw_forward1.0,eRickshaw,driving,30.06,31.0,0.94,68.03,E3_0,E3,601.3,197.19,8.16,1929.81
252.0,eRickshaw_forward1.1,eRickshaw,driving,30.45,31.0,0.55,39.64,E1_0,E1,130.48,186.91,8.18,1117.46
252.0,eRickshaw_forward1.2,eRickshaw,driving,30.84,31.0,0.16,11.24,E0_0,E0,-279.69,239.0,8.17,292.44
252.0,eRickshaw_forward2.0,eRickshaw,driving,30.08,31.0,0.92,66.64,E9_0,E9,462.53,90.51,8.19,1920.21
252.0,eRickshaw_forward2.1,eRickshaw,driving,30.52,31.0,0.48,34.8,E1_0,E1,42.6,184.66,8.17,963.08
252.0,eRickshaw_forward2.2,eRickshaw,driving,30.99,31.0,0.01,0.39,E0_1,E0,-407.71,263.58,2.54,8.74
252.0,eRickshaw_forward3.0,eRickshaw,driving,30.08,31.0,0.92,67.66,E7_0,E7,346.89,-216.03,8.17,1915.31
252.0,eRickshaw_forward3.1,eRickshaw,driving,30.63,31.0,0.37,28.13,E6_0,E6,-263.99,-187.71,6.42,743.67
252.0,eRickshaw_forward4.0,eRickshaw,driving,30.1,31.0,0.9,66.04,E7_0,E7,47.16,-232.53,8.17,1840.22
252.0,eRickshaw_forward4.1,eRickshaw,driving,30.76,31.0,0.24,17.63,E0_0,E0,-195.15,220.62,8.18,480.77
252.0,eRickshaw_reverse1.0,eRickshaw,driving,30.08,31.0,0.92,66.77,-E1_0,-E1,154.38,177.92,8.19,1921.41
252.0,eRickshaw_reverse1.1,eRickshaw,driving,30.36,31.0,0.64,46.53,-E2_0,-E2,534.29,217.78,6.12,1340.31
252.0,eRickshaw_reverse1.2,eRickshaw,driving,30.61,31.0,0.39,28.12,-E3_0,-E3,601.02,81.22,8.17,800.31
252.0,eRickshaw_reverse1.3,eRickshaw,driving,30.88,31.0,0.12,8.65,-E3_0,-E3,616.0,-104.54,8.19,208.23
252.0,eRickshaw_reverse2.0,eRickshaw,driving,30.06,31.0,0.94,68.55,-E1_0,-E1,371.53,183.49,8.2,1902.85
252.0,eRickshaw_reverse2.1,eRickshaw,driving,30.4,31.0,0.6,43.5,-E9_0,-E9,458.92,-35.8,8.2,1204.18
252.0,eRickshaw_reverse2.2,eRickshaw,driving,30.76,31.0,0.24,17.16,-E8_0,-E8,536.5,-202.93,8.18,465.8
252.0,eRickshaw_reverse3.0,eRickshaw,driving,30.08,31.0,0.92,66.5,-E6_0,-E6,-164.48,-217.63,8.19,1954.73
